Run	Start Period	Stop Period	Seed	Biased Region X	Biased Region Y	District Height	District Width	Home Count	Initial Interest Minimum	Initial Interest Maximum	Learner Count	Learning Resource Count	Lot Count	Next Home ID	Next Learner ID	Next Resource ID	Pause Period	Random Seed	Regular YCount	Resource Efficacy Minimum	Resource Efficacy Maximum	Start Period	Stop Period	Subsequent Engagement Factor	Thread Count	Time Segments Wandering	Time Segmentsin Day	Count Homes Population	Count Learners Population	Count Learner Learning Interest	Minimum Learner Learning Interest	Maximum Learner Learning Interest	Sum Learner Learning Interest	Average Learner Learning Interest	Count Learner Resource Engagements	Minimum Learner Resource Engagements	Maximum Learner Resource Engagements	Sum Learner Resource Engagements	Average Learner Resource Engagements	Count Learner Not Interested Behavior	Count Learner Seeking Resource Behavior	Count Learner Found Resource Behavior	Count Learner At Home Behavior	Count Learning Resources Population	Count Resource Interactions Population
38	0	5000	1325550523869	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	5700.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.050235148249044015	1.0	43.69158800291134	0.43691588002911336	100.0	0.0	49.0	708.0	7.08	77.0	4.0	19.0	0.0	10.0	1959.0
39	0	5000	1325550526609	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	5850.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.05073934234544314	1.0	50.43088601028734	0.5043088601028733	100.0	0.0	50.0	1216.0	12.16	62.0	8.0	30.0	0.0	10.0	2013.0
40	0	5000	1325550529379	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6000.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.051921964231810995	1.0	43.94737597544729	0.4394737597544729	100.0	0.0	50.0	787.0	7.87	71.0	8.0	21.0	0.0	10.0	2065.0
41	0	5000	1325550532217	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6150.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.051840514928919106	1.0	43.37347384602554	0.4337347384602554	100.0	0.0	48.0	882.0	8.82	72.0	4.0	24.0	0.0	10.0	2112.0
42	0	5000	1325550535063	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6300.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.06005005495303618	1.0	39.015029153521105	0.3901502915352111	100.0	0.0	51.0	549.0	5.49	81.0	7.0	12.0	0.0	10.0	2162.0
43	0	5000	1325550537950	0.5000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6450.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.0554491939407398	1.0	44.38742558356908	0.44387425583569085	100.0	0.0	45.0	646.0	6.46	76.0	9.0	15.0	0.0	10.0	2211.0
44	0	5000	1325550540898	0.5000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6600.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.0696577189668438	1.0	50.278223630271256	0.5027822363027126	100.0	0.0	48.0	1003.0	10.03	70.0	8.0	22.0	0.0	10.0	2273.0
45	0	5000	1325550543953	0.5000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6750.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.06124452136408416	1.0	43.455430208656246	0.4345543020865625	100.0	0.0	48.0	731.0	7.31	76.0	6.0	18.0	0.0	10.0	2314.0
46	0	5000	1325550546992	0.5000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6900.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.06946611446013183	1.0	42.369455146473534	0.42369455146473534	100.0	0.0	50.0	750.0	7.5	75.0	10.0	15.0	0.0	10.0	2366.0
47	0	5000	1325550550092	0.5000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	7050.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.059993559273328806	1.0	48.42937800512501	0.4842937800512501	100.0	0.0	51.0	884.0	8.84	69.0	5.0	26.0	0.0	10.0	2423.0
